Species,Gender,Ethicity,Index,First,Index2,Last
Orc,Male,,50,Gorgu,,
Satyr,Female,,1,Nilpani,,
Satyr,Female,,2,Katira,,
Satyr,Female,,3,Lerinoe,,
Satyr,Female,,4,Zekoi,,
Satyr,Female,,5,Yekedi,,
Satyr,Female,,6,Chinini,,
Satyr,Female,,7,Kanni,,
Satyr,Female,,8,Keiriri,,
Satyr,Female,,9,Nafninoi,,
Satyr,Female,,10,Lolpiya,,
Satyr,Female,,11,Choi,,
Satyr,Female,,12,Deralia,,
Satyr,Female,,13,Yinnela,,
Satyr,Female,,14,Nolpa,,
Satyr,Female,,15,Zisi,,
Satyr,Female,,16,Einnada,,
Satyr,Female,,17,Ninela,,
Satyr,Female,,18,Ifneroe,,
Satyr,Female,,19,Dara,,
Satyr,Female,,20,Takeroe,,
Satyr,Female,,21,Kesidi,,
Satyr,Female,,22,Onni,,
Satyr,Female,,23,Latida,,
Satyr,Female,,24,Neifnili,,
Satyr,Female,,25,Kolpali,,
Satyr,Female,,26,Keri,,
Satyr,Female,,27,Tolili,,
Satyr,Female,,28,Yannoi,,
Satyr,Female,,29,Kili,,
Satyr,Female,,30,Xokeli,,
Satyr,Female,,31,Ara,,
Satyr,Female,,32,Zeinida,,
Satyr,Female,,33,Livrali,,
Satyr,Female,,34,Xifnari,,
Satyr,Female,,35,Yoe,,
Satyr,Female,,36,Kitinia,,
Satyr,Female,,37,Yorira,,
Satyr,Female,,38,Zokaya,,
Satyr,Female,,39,Niladoi,,
Satyr,Female,,40,Ifneloe,,
Satyr,Female,,41,Ikiyi,,
Satyr,Female,,42,Nelpaloi,,
Satyr,Female,,43,Lotina,,
Satyr,Female,,44,Xifniya,,
Satyr,Female,,45,Zeka,,
Satyr,Female,,46,Livra,,
Satyr,Female,,47,Yofna,,
Satyr,Female,,48,Nenna,,
Satyr,Female,,49,Elala,,
Satyr,Female,,50,Oli,,
Satyr,Male,,1,Tykiavos,,
Satyr,Male,,2,Teomos,,
Satyr,Male,,3,Aka,,
Satyr,Male,,4,Yfeppis,,
Satyr,Male,,5,Keorako,,
Satyr,Male,,6,Komos,,
Satyr,Male,,7,Nykon,,
Satyr,Male,,8,Zilelas,,
Satyr,Male,,9,Nyfivas,,
Satyr,Male,,10,Zyntiatas,,
Satyr,Male,,11,Antias,,
Satyr,Male,,12,Dantilis,,
Satyr,Male,,13,Spenakas,,
Satyr,Male,,14,Spirilon,,
Satyr,Male,,15,Dakon,,
Satyr,Male,,16,Feninis,,
Satyr,Male,,17,Kiniris,,
Satyr,Male,,18,Kimikos,,
Satyr,Male,,19,Nakas,,
Satyr,Male,,20,Palon,,
Satyr,Male,,21,Peokos,,
Satyr,Male,,22,Teofinas,,
Satyr,Male,,23,Nekos,,
Satyr,Male,,24,Tyros,,
Satyr,Male,,25,Nenton,,
Satyr,Male,,26,Nofos,,
Satyr,Male,,27,Sponykin,,
Satyr,Male,,28,Denon,,
Satyr,Male,,29,Neolakos,,
Satyr,Male,,30,Kokylas,,
Satyr,Male,,31,Zikos,,
Satyr,Male,,32,Yntiros,,
Satyr,Male,,33,Dynaron,,
Satyr,Male,,34,Pikan,,
Satyr,Male,,35,Zakakias,,
Satyr,Male,,36,Fykyton,,
Satyr,Male,,37,Tynos,,
Satyr,Male,,38,Tykitis,,
Satyr,Male,,39,Zirias,,
Satyr,Male,,40,Kontas,,
Satyr,Male,,41,Afaron,,
Satyr,Male,,42,Tomippos,,
Satyr,Male,,43,Nimiro,,
Satyr,Male,,44,Pikon,,
Satyr,Male,,45,Tanias,,
Satyr,Male,,46,Pynis,,
Satyr,Male,,47,Kikos,,
Satyr,Male,,48,Zontylin,,
Satyr,Male,,49,Nelalos,,
Satyr,Male,,50,Eonton,,
Simic,Female,,1,Advaris,,
Simic,Female,,2,Cesiashana,,
Simic,Female,,3,Ravajyre,,
Simic,Female,,4,Kheweashana,,
Simic,Female,,5,Sylquinal,,
Simic,Female,,6,Holaxina,,
Simic,Female,,7,Pressatra,,
Simic,Female,,8,Gashtai,,
Simic,Female,,9,Nashana,,
Simic,Female,,10,Wynxina,,
Simic,Female,,11,Neznari,,
Simic,Female,,12,Gilroris,,
Simic,Female,,13,Chetara,,
Simic,Female,,14,Bryralei,,
Simic,Female,,15,Zevtara,,
Simic,Female,,16,Krisdi,,
Simic,Female,,17,Chawnari,,
Simic,Female,,18,Ghinari,,
Simic,Female,,19,Adjor,,
Simic,Female,,20,Cozvakri,,
Simic,Female,,21,Dishara,,
Simic,Female,,22,Biltara,,
Simic,Female,,23,Gashana,,
Simic,Female,,24,Birie,,
Simic,Female,,25,Mortara,,
Simic,Female,,26,Torfina,,
Simic,Female,,27,Tishara,,
Simic,Female,,28,Chevkosh,,
Simic,Female,,29,Loradi,,
Simic,Female,,30,Getara,,
Simic,Female,,31,Hanari,,
Simic,Female,,32,Lorajyre,,
Simic,Female,,33,Sharel,,
Simic,Female,,34,Xyrrel,,
Simic,Female,,35,Binari,,
Simic,Female,,36,Mentara,,
Simic,Female,,37,Datris,,
Simic,Female,,38,Gheziashana,,
Simic,Female,,39,Olaynore,,
Simic,Female,,40,Bozeashtai,,
Simic,Female,,41,Ghoraashtai,,
Simic,Female,,42,Iarroris,,
Simic,Female,,43,Sovaishara,,
Simic,Female,,44,Jomoira,,
Simic,Female,,45,Bashtai,,
Simic,Female,,46,Sylcaryn,,
Simic,Female,,47,Gonaishara,,
Simic,Female,,48,Yllara,,
Simic,Female,,49,Zulad,,
Simic,Female,,50,Zashtai,,
Simic,Male,,1,Tulad,,
Simic,Male,,2,Bulad,,
Simic,Male,,3,Kelyarus,,
Simic,Male,,4,Herran,,
Simic,Male,,5,Zumlamin,,
Simic,Male,,6,Vehareth,,
Simic,Male,,7,Culad,,
Simic,Male,,8,Roxalim,,
Simic,Male,,9,Sesoulad,,
Simic,Male,,10,Umeris,,
Simic,Male,,11,Ralojeon,,
Simic,Male,,12,Veliulad,,
Simic,Male,,13,Thepeiros,,
Simic,Male,,14,Beican,,
Simic,Male,,15,Thetumal,,
Simic,Male,,16,Khulad,,
Simic,Male,,17,Tulad,,
Simic,Male,,18,Virkian,,
Simic,Male,,19,Fenpeiros,,
Simic,Male,,20,Tulad,,
Simic,Male,,21,Ghulad,,
Simic,Male,,22,Sulad,,
Simic,Male,,23,Heiwraek,,
Simic,Male,,24,Thepeiros,,
Simic,Male,,25,Zineulad,,
Simic,Male,,26,Casaulad,,
Simic,Male,,27,Sulad,,
Simic,Male,,28,Uridithas,,
Simic,Male,,29,Kelgeiros,,
Simic,Male,,30,Likhad,,
Simic,Male,,31,Ghosiulad,,
Simic,Male,,32,Zakhad,,
Simic,Male,,33,Lucan,,
Simic,Male,,34,Zahareth,,
Simic,Male,,35,Zakosh,,
Simic,Male,,36,Aepetor,,
Simic,Male,,37,Nemelk,,
Simic,Male,,38,Mirakas,,
Simic,Male,,39,Culad,,
Simic,Male,,40,Glynmaris,,
Simic,Male,,41,Cratumal,,
Simic,Male,,42,Zinmenor,,
Simic,Male,,43,Kimelk,,
Simic,Male,,44,Ghehareth,,
Simic,Male,,45,Mehareth,,
Simic,Male,,46,Hekosh,,
Simic,Male,,47,Leoyarus,,
Simic,Male,,48,Ghulad,,
Simic,Male,,49,Morwraek,,
Simic,Male,,50,Dulad,,
Shifter,Female,,1,Scarlet,,
Shifter,Female,,2,Blossom,,
Shifter,Female,,3,Sun,,
Shifter,Female,,4,Hail,,
Shifter,Female,,5,Sage,,
Shifter,Female,,6,Chestnut,,
Shifter,Female,,7,Willow,,
Shifter,Female,,8,Moon,,
Shifter,Female,,9,Plume,,
Shifter,Female,,10,Ocean,,
Shifter,Female,,11,Coyote,,
Shifter,Female,,12,Coral,,
Shifter,Female,,13,Briar,,
Shifter,Female,,14,Elm,,
Shifter,Female,,15,Spring,,
Shifter,Female,,16,Shade,,
Shifter,Female,,17,Briar,,
Shifter,Female,,18,Autumn,,
Shifter,Female,,19,Rill,,
Shifter,Female,,20,Olive,,
Shifter,Female,,21,Fern,,
Shifter,Female,,22,Amethyst,,
Shifter,Female,,23,Leaf,,
Shifter,Female,,24,Whirl,,
Shifter,Female,,25,Olive,,
Shifter,Female,,26,Urchin,,
Shifter,Female,,27,Stardust,,
Shifter,Female,,28,Tidal,,
Shifter,Female,,29,Spring,,
Shifter,Female,,30,Moss,,
Shifter,Female,,31,Juniper,,
Shifter,Female,,32,Jade,,
Shifter,Female,,33,Quill,,
Shifter,Female,,34,Marigold,,
Shifter,Female,,35,Harley,,
Shifter,Female,,36,Sugar,,
Shifter,Female,,37,Marigold,,
Shifter,Female,,38,Lily,,
Shifter,Female,,39,Leaf,,
Shifter,Female,,40,Harley,,
Shifter,Female,,41,Iris,,
Shifter,Female,,42,Pyro,,
Shifter,Female,,43,Midnight,,
Shifter,Female,,44,Hazel,,
Shifter,Female,,45,Sugar,,
Shifter,Female,,46,Plume,,
Shifter,Female,,47,Haze,,
Shifter,Female,,48,Bloom,,
Shifter,Female,,49,Opal,,
Shifter,Female,,50,Pinecone,,
Shifter,Male,,1,Fume,,
Shifter,Male,,2,Willow,,
Shifter,Male,,3,Cloud,,
Shifter,Male,,4,Nightshade,,
Shifter,Male,,5,Blast,,
Shifter,Male,,6,Willow,,
Shifter,Male,,7,Midnight,,
Shifter,Male,,8,Cinder,,
Shifter,Male,,9,Spike,,
Shifter,Male,,10,Thistle,,
Shifter,Male,,11,Midnight,,
Shifter,Male,,12,Mercury,,
Shifter,Male,,13,Mountain,,
Shifter,Male,,14,Flood,,
Shifter,Male,,15,Flood,,
Shifter,Male,,16,Brook,,
Shifter,Male,,17,Mountain,,
Shifter,Male,,18,Brook,,
Shifter,Male,,19,Flare,,
Shifter,Male,,20,Timber,,
Shifter,Male,,21,Cobalt,,
Shifter,Male,,22,Mahogany,,
Shifter,Male,,23,Rubble,,
Shifter,Male,,24,Bluff,,
Shifter,Male,,25,Drift,,
Shifter,Male,,26,Blaze,,
Shifter,Male,,27,Dune,,
Shifter,Male,,28,Nyx,,
Shifter,Male,,29,Tor,,
Shifter,Male,,30,Steel,,
Shifter,Male,,31,Mahogany,,
Shifter,Male,,32,Pitch,,
Shifter,Male,,33,Ocean,,
Shifter,Male,,34,Grove,,
Shifter,Male,,35,Blast,,
Shifter,Male,,36,Talon,,
Shifter,Male,,37,Brook,,
Shifter,Male,,38,Void,,
Shifter,Male,,39,Drake,,
Shifter,Male,,40,Almond,,
Shifter,Male,,41,Cosmo,,
Shifter,Male,,42,Scar,,
Shifter,Male,,43,Surge,,
Shifter,Male,,44,Spine,,
Shifter,Male,,45,Marsh,,
Shifter,Male,,46,Drake,,
Shifter,Male,,47,Woods,,
Shifter,Male,,48,Gale,,
Shifter,Male,,49,Coal,,
Shifter,Male,,50,Echo,,
Tabaxi,Female,,1,Cloud on the Mountaintop (Cloud),1,of the Bright Cliffs Clan
Tabaxi,Female,,2,Five Timber (Timber),2,of the Distant Rain Clan
Tabaxi,Female,,3,Jade Shoe Qade),3,of the Mountain Tree Clan
Tabaxi,Female,,4,Left-Handed Hummingbird (Bird),4,of the Rumbling River Clan
Tabaxi,Female,,5,Seven Thundercloud (Thunder),5,of the Snoring Mountain Clan
Tabaxi,Female,,6,Skirt of Snakes (Snake),6,of The Crawling Shower Clan
Tabaxi,Female,,7,Smoking Mirror (Smoke),7,of The Exotic Coast Clan
Tabaxi,Female,,8,Elite Bell (Elite),8,of The Snoozing Woodlands Clan
Tabaxi,Female,,9,Burning Fire (Fire),9,of The Expanding Fjord Clan
Tabaxi,Female,,10,Quiet Cake (Quiet),10,of The Brisk Deluge Clan
Tabaxi,Female,,11,Tree in the Woods (Tree),11,of The Vibrant Glades Clan
Tabaxi,Female,,12,Glow of the Sun (Sun),12,of The Velvet Lakes Clan
Tabaxi,Female,,13,Fine Needle (Fine),13,of The Whispering Isles Clan
Tabaxi,Female,,14,Dust on the Road (Dust),14,of The Wandering Fjord Clan
Tabaxi,Female,,15,Odd Clock (Odd),15,of The Healing Isle Clan
Tabaxi,Female,,16,Glow of the Sun (Sun),16,of The Roaring Marsh Clan
Tabaxi,Female,,17,Eager Tome (Eager),17,of The Wandering Cavern Clan
Tabaxi,Female,,18,Fang of a Snake (Fang),18,of The Dry Field Clan
Tabaxi,Female,,19,Screech of Bats (Bat),19,of The Dual Bush Clan
Tabaxi,Female,,20,Bushy Branch (Branch),20,of The Whispering Glades Clan
Tabaxi,Female,,21,Ethereal Time (Ethereal),21,of The Fading Jungle Clan
Tabaxi,Female,,22,Curious Candle (Candle),22,of The Pure Peak Clan
Tabaxi,Female,,23,Snapping Branch (Snap),23,of The Whistling Glades Clan
Tabaxi,Female,,24,Hearty Chains (Hearty),24,of The Trailing Mists Clan
Tabaxi,Female,,25,High Noon (Noon),25,of The Infinite Island Clan
Tabaxi,Female,,26,Jade Bird (Jade),26,of The Tired Peak Clan
Tabaxi,Female,,27,Rare Bottle (Bottle),27,of The Grand Mountains Clan
Tabaxi,Female,,28,Hidden Depths (Depth),28,of The Tired Forests Clan
Tabaxi,Female,,29,Rustling of a Deer (Deer),29,of The Cherished Copse Clan
Tabaxi,Female,,30,Blank Canvas (Canvas),30,of The Whispering Peak Clan
Tabaxi,Female,,31,Misty Shadow (Shadow),31,of The Thundering Torrent Clan
Tabaxi,Female,,32,Cheeky Bird (Bird),32,of The Abandoned Woods Clan
Tabaxi,Female,,33,Agile Time (Agile),33,of The Glistening Bogs Clan
Tabaxi,Female,,34,Subtle Beauty (Subtle),34,of The Great Forests Clan
Tabaxi,Female,,35,Dangling Lace (Lace),35,of The Rumbling Barrens Clan
Tabaxi,Female,,36,Vibrant String (Vibrant),36,of The Gentle Caverns Clan
Tabaxi,Female,,37,Single Thing (Single),37,of The Fragrant Morass Clan
Tabaxi,Female,,38,Call to Action (Action),38,of The Grand Reservoir Clan
Tabaxi,Female,,39,Bird Feather (Bird),39,of The Far Swamp Clan
Tabaxi,Female,,40,Shadow of a Star (Shadow),40,of The Hidden Shores Clan
Tabaxi,Female,,41,Coursing River (River),41,of The Twirling Mesa Clan
Tabaxi,Female,,42,Eclipse of the Moon (Eclipse),42,of The Merging Reservoir Clan
Tabaxi,Female,,43,Jolly Storm (Storm),43,of The Flawless Field Clan
Tabaxi,Female,,44,Angelic Frog (Frog),44,of The Great Forests Clan
Tabaxi,Female,,45,Smooth Hide (Hide),45,of The Meager Isles Clan
Tabaxi,Female,,46,Icy Game (Game),46,of The Twisting Coast Clan
Tabaxi,Female,,47,Call of a Bird (Bird),47,of The Gentle Cliffs Clan
Tabaxi,Female,,48,Call to Action (Action),48,of The Loving Islands Clan
Tabaxi,Female,,49,Proud Needle (Proud),49,of The Gleaming Reservoir Clan
Tabaxi,Female,,50,Leaf on the Water (Leaf),50,of The Snoozing Forests Clan
Tabaxi,Male,,1,Cloud on the Mountaintop (Cloud),1,of the Bright Cliffs Clan
Tabaxi,Male,,2,Five Timber (Timber),2,of the Distant Rain Clan
Tabaxi,Male,,3,Jade Shoe Qade),3,of the Mountain Tree Clan
Tabaxi,Male,,4,Left-Handed Hummingbird (Bird),4,of the Rumbling River Clan
Tabaxi,Male,,5,Seven Thundercloud (Thunder),5,of the Snoring Mountain Clan
Tabaxi,Male,,6,Skirt of Snakes (Snake),6,of The Wandering Storm Clan
Tabaxi,Male,,7,Smoking Mirror (Smoke),7,of The Fragrant Morass Clan
Tabaxi,Male,,8,Eclipse of the Moon (Eclipse),8,of The Velvet Lakes Clan
Tabaxi,Male,,9,Agile Marble (Agile),9,of The Far Swamp Clan
Tabaxi,Male,,10,High Noon (Noon),10,of The Tumbling Jungles Clan
Tabaxi,Male,,11,Sapphire Tree (Tree),11,of The Gathering Rivers Clan
Tabaxi,Male,,12,Call of the Owl (Owl),12,of The Gathering Jungles Clan
Tabaxi,Male,,13,Wave on the Shore (Wave),13,of The Trailing Mists Clan
Tabaxi,Male,,14,Fang of a Snake (Fang),14,of The Flickering Wild Clan
Tabaxi,Male,,15,Honey of Bees (Honey),15,of The Gentle Forest Clan
Tabaxi,Male,,16,Merry Flame (Flame),16,of The Great Forests Clan
Tabaxi,Male,,17,Cake of Chocolate (Cake),17,of The Whispering Peak Clan
Tabaxi,Male,,18,Vibrant String (Vibrant),18,of The Lone Oasis Clan
Tabaxi,Male,,19,Misty Shadow (Shadow),19,of The Wandering Storm Clan
Tabaxi,Male,,20,Leaping Frog (Frog),20,of The Roaring Marsh Clan
Tabaxi,Male,,21,Sunshine at Night (Sunshine),21,of The Expanding Fjord Clan
Tabaxi,Male,,22,Brash Hide (Brash),22,of The Glistening Bogs Clan
Tabaxi,Male,,23,Smooth as Silk (Silk),23,of The Stormy Rain Clan
Tabaxi,Male,,24,Fine Luck (Fine),24,of The Lasting Creeks Clan
Tabaxi,Male,,25,Pure Trail (Trail),25,of The Lasting Mesa Clan
Tabaxi,Male,,26,Proud Needle (Proud),26,of The Twinkling Mist Clan
Tabaxi,Male,,27,Five Bush (Bush),27,of The Living Rivers Clan
Tabaxi,Male,,28,Seven Fire (Seven),28,of The Mellow Wild Clan
Tabaxi,Male,,29,Golden Chains (Golden),29,of The Basking Bush Clan
Tabaxi,Male,,30,Silent Stream (Stream),30,of The Rumbling Barrens Clan
Tabaxi,Male,,31,Ink on Skin (Ink),31,of The Trailing Grotto Clan
Tabaxi,Male,,32,Quiet Cake (Quiet),32,of The Rumbling Forests Clan
Tabaxi,Male,,33,Beats of a Heart (Beats),33,of The Snoozing Woodlands Clan
Tabaxi,Male,,34,Ink on Skin (Ink),34,of The Twisting Coast Clan
Tabaxi,Male,,35,Bubble of a Cauldron (Bubble),35,of The Colorful Coast Clan
Tabaxi,Male,,36,Arctic Hen (Arctic),36,of The Whispering Isles Clan
Tabaxi,Male,,37,Screech of Bats (Bat),37,of The Great Bush Clan
Tabaxi,Male,,38,Guest at Home (Guest),38,of The Dual Forests Clan
Tabaxi,Male,,39,Belly of a Beast (Beast),39,of The Cherished Copse Clan
Tabaxi,Male,,40,Single Thing (Single),40,of The Tired Forests Clan
Tabaxi,Male,,41,Cheeky String (Cheeky),41,of The Grand Reservoir Clan
Tabaxi,Male,,42,Solstice of Summer (Solstice),42,of The Trailing Grotto Clan
Tabaxi,Male,,43,Beauty of Summer (Summer),43,of The Wandering Fields Clan
Tabaxi,Male,,44,Glow of the Sun (Sun),44,of The Musing Torrent Clan
Tabaxi,Male,,45,Nimble Bell (Bell),45,of The Roaming Estuary Clan
Tabaxi,Male,,46,Tranquil Flower (Tranquil),46,of The Barren Shores Clan
Tabaxi,Male,,47,Fragrant Aspect (Aspect),47,of The Infinite Island Clan
Tabaxi,Male,,48,Wing of an Angel (Angel),48,of The Bleak Swamps Clan
Tabaxi,Male,,49,Merry Honey (Honey),49,of The Pure Peak Clan
Tabaxi,Male,,50,Shadows in the Wind (Shadow),50,of The Snoozing Forests Clan
Tiefling,Female,,1,Akta,,
Tiefling,Female,,2,Anakis,,
Tiefling,Female,,3,Armara,,
Tiefling,Female,,4,Astaro,,
Tiefling,Female,,5,Aym,,
Tiefling,Female,,6,Azza,,
Tiefling,Female,,7,Beleth,,
Tiefling,Female,,8,Bryseis,,
Tiefling,Female,,9,Bune,,
Tiefling,Female,,10,Criella,,
Tiefling,Female,,11,Damaia,,
Tiefling,Female,,12,Decarabia,,
Tiefling,Female,,13,Ea,,
Tiefling,Female,,14,Gadreel,,
Tiefling,Female,,15,Gomory,,
Tiefling,Female,,16,Hecat,,
Tiefling,Female,,17,Ishte,,
Tiefling,Female,,18,Jezebeth,,
Tiefling,Female,,19,Kali,,
Tiefling,Female,,20,Kallista,,
Tiefling,Female,,21,Kasdeya,,
Tiefling,Female,,22,Lerissa,,
Tiefling,Female,,23,Lilith,,
Tiefling,Female,,24,Makaria,,
Tiefling,Female,,25,Manea,,
Tiefling,Female,,26,Markosian,,
Tiefling,Female,,27,Mastema,,
Tiefling,Female,,28,Naamah,,
Tiefling,Female,,29,Nemeia,,
Tiefling,Female,,30,Nija,,
Tiefling,Female,,31,Orianna,,
Tiefling,Female,,32,Osah,,
Tiefling,Female,,33,Phelaia,,
Tiefling,Female,,34,Prosperine,,
Tiefling,Female,,35,Purah,,
Tiefling,Female,,36,Pyra,,
Tiefling,Female,,37,Rieta,,
Tiefling,Female,,38,Ronobe,,
Tiefling,Female,,39,Ronwe,,
Tiefling,Female,,40,Seddit,,
Tiefling,Female,,41,Seere,,
Tiefling,Female,,42,Sekhmet,,
Tiefling,Female,,43,Semyaza,,
Tiefling,Female,,44,Shava,,
Tiefling,Female,,45,Shax,,
Tiefling,Female,,46,Sorath,,
Tiefling,Female,,47,Uzza,,
Tiefling,Female,,48,Vapula,,
Tiefling,Female,,49,Vepar,,
Tiefling,Female,,50,Verin,,
Tiefling,Male,,1,Abad,,
Tiefling,Male,,2,Ahrim,,
Tiefling,Male,,3,Akmen,,
Tiefling,Male,,4,Amnon,,
Tiefling,Male,,5,Andram,,
Tiefling,Male,,6,Astar,,
Tiefling,Male,,7,Balam,,
Tiefling,Male,,8,Barakas,,
Tiefling,Male,,9,Bathin,,
Tiefling,Male,,10,Caim,,
Tiefling,Male,,11,Chem,,
Tiefling,Male,,12,Cimer,,
Tiefling,Male,,13,Cressel,,
Tiefling,Male,,14,Damakos,,
Tiefling,Male,,15,Ekemon,,
Tiefling,Male,,16,Euron,,
Tiefling,Male,,17,Fenriz,,
Tiefling,Male,,18,Forcas,,
Tiefling,Male,,19,Habor,,
Tiefling,Male,,20,Iados,,
Tiefling,Male,,21,Kairon,,
Tiefling,Male,,22,Leucis,,
Tiefling,Male,,23,Mamnen,,
Tiefling,Male,,24,Mantus,,
Tiefling,Male,,25,Marbas,,
Tiefling,Male,,26,Melech,,
Tiefling,Male,,27,Merihim,,
Tiefling,Male,,28,Modean,,
Tiefling,Male,,29,Mordai,,
Tiefling,Male,,30,Mormo,,
Tiefling,Male,,31,Morthos,,
Tiefling,Male,,32,Nicor,,
Tiefling,Male,,33,Nirgel,,
Tiefling,Male,,34,Oriax,,
Tiefling,Male,,35,Paymon,,
Tiefling,Male,,36,Pelaios,,
Tiefling,Male,,37,Purson,,
Tiefling,Male,,38,Qemuel,,
Tiefling,Male,,39,Raam,,
Tiefling,Male,,40,Rimmon,,
Tiefling,Male,,41,Sammal,,
Tiefling,Male,,42,Skamos,,
Tiefling,Male,,43,Tethren,,
Tiefling,Male,,44,Thamuz,,
Tiefling,Male,,45,Therai,,
Tiefling,Male,,46,Valafar,,
Tiefling,Male,,47,Vassago,,
Tiefling,Male,,48,Xappan,,
Tiefling,Male,,49,Zepar,,
Tiefling,Male,,50,Zephan,,
Tiefling,Virtue,,1,Ambition,,
Tiefling,Virtue,,2,Art,,
Tiefling,Virtue,,3,Carrion,,
Tiefling,Virtue,,4,Chant,,
Tiefling,Virtue,,5,Creed,,
Tiefling,Virtue,,6,Death,,
Tiefling,Virtue,,7,Debauchery,,
Tiefling,Virtue,,8,Despair,,
Tiefling,Virtue,,9,Doom,,
Tiefling,Virtue,,10,Doubt,,
Tiefling,Virtue,,11,Dread,,
Tiefling,Virtue,,12,Ecstasy,,
Tiefling,Virtue,,13,Ennui,,
Tiefling,Virtue,,14,Entropy,,
Tiefling,Virtue,,15,Excellence,,
Tiefling,Virtue,,16,Fear,,
Tiefling,Virtue,,17,Glory,,
Tiefling,Virtue,,18,Gluttony,,
Tiefling,Virtue,,19,Grief,,
Tiefling,Virtue,,20,Hate,,
Tiefling,Virtue,,21,Hope,,
Tiefling,Virtue,,22,Horror,,
Tiefling,Virtue,,23,Ideal,,
Tiefling,Virtue,,24,Ignominy,,
Tiefling,Virtue,,25,Laughter,,
Tiefling,Virtue,,26,Love,,
Tiefling,Virtue,,27,Lust,,
Tiefling,Virtue,,28,Mayhem,,
Tiefling,Virtue,,29,Mockery,,
Tiefling,Virtue,,30,Murder,,
Tiefling,Virtue,,31,Muse,,
Tiefling,Virtue,,32,Music,,
Tiefling,Virtue,,33,Mystery,,
Tiefling,Virtue,,34,Nowhere,,
Tiefling,Virtue,,35,Open,,
Tiefling,Virtue,,36,Pain,,
Tiefling,Virtue,,37,Passion,,
Tiefling,Virtue,,38,Poetry,,
Tiefling,Virtue,,39,Quest,,
Tiefling,Virtue,,40,Random,,
Tiefling,Virtue,,41,Reverence,,
Tiefling,Virtue,,42,Revulsion,,
Tiefling,Virtue,,43,Sorrow,,
Tiefling,Virtue,,44,Temerity,,
Tiefling,Virtue,,45,Torment,,
Tiefling,Virtue,,46,Tragedy,,
Tiefling,Virtue,,47,Vice,,
Tiefling,Virtue,,48,Virtue,,
Tiefling,Virtue,,49,Weary,,
Tiefling,Virtue,,50,Wit,,
Tortle,Female,,1,Krortlott,,
Tortle,Female,,2,Sunnag,,
Tortle,Female,,3,Qiko,,
Tortle,Female,,4,Pluk,,
Tortle,Female,,5,Gil,,
Tortle,Female,,6,Lal,,
Tortle,Female,,7,Ini,,
Tortle,Female,,8,Pliazok,,
Tortle,Female,,9,Plertly,,
Tortle,Female,,10,Nardlal,,
Tortle,Female,,11,Duem,,
Tortle,Female,,12,Yolditt,,
Tortle,Female,,13,Xu,,
Tortle,Female,,14,Damu,,
Tortle,Female,,15,Yialda,,
Tortle,Female,,16,Nall,,
Tortle,Female,,17,Enlag,,
Tortle,Female,,18,Banqu,,
Tortle,Female,,19,Guka,,
Tortle,Female,,20,Ac,,
Tortle,Female,,21,Jezoc,,
Tortle,Female,,22,Oldyn,,
Tortle,Female,,23,Neki,,
Tortle,Female,,24,Xul,,
Tortle,Female,,25,Bartlim,,
Tortle,Female,,26,Krulball,,
Tortle,Female,,27,Xole,,
Tortle,Female,,28,Weldec,,
Tortle,Female,,29,Joqwym,,
Tortle,Female,,30,Kraze,,
Tortle,Female,,31,Bun,,
Tortle,Female,,32,Noqwu,,
Tortle,Female,,33,Telit,,
Tortle,Female,,34,Plapac,,
Tortle,Female,,35,Yatt,,
Tortle,Female,,36,Kuanqon,,
Tortle,Female,,37,Lum,,
Tortle,Female,,38,Ell,,
Tortle,Female,,39,Wuaqwim,,
Tortle,Female,,40,Oqwitt,,
Tortle,Female,,41,Xuldod,,
Tortle,Female,,42,Suenem,,
Tortle,Female,,43,Anul,,
Tortle,Female,,44,Nu,,
Tortle,Female,,45,Yolbet,,
Tortle,Female,,46,Qalu,,
Tortle,Female,,47,Em,,
Tortle,Female,,48,Lanne,,
Tortle,Female,,49,Nell,,
Tortle,Female,,50,Ploqwat,,
Tortle,Male,,1,Eg,,
Tortle,Male,,2,No,,
Tortle,Male,,3,Enlym,,
Tortle,Male,,4,Ini,,
Tortle,Male,,5,Xianu,,
Tortle,Male,,6,Ba,,
Tortle,Male,,7,Em,,
Tortle,Male,,8,Weldec,,
Tortle,Male,,9,Inud,,
Tortle,Male,,10,Ac,,
Tortle,Male,,11,Joqwym,,
Tortle,Male,,12,Berdlell,,
Tortle,Male,,13,Bun,,
Tortle,Male,,14,So,,
Tortle,Male,,15,Qiko,,
Tortle,Male,,16,Ploqwat,,
Tortle,Male,,17,Tel,,
Tortle,Male,,18,Bartlim,,
Tortle,Male,,19,Bi,,
Tortle,Male,,20,Xuldod,,
Tortle,Male,,21,Nenne,,
Tortle,Male,,22,Yolditt,,
Tortle,Male,,23,Qutt,,
Tortle,Male,,24,Annor,,
Tortle,Male,,25,Gar,,
Tortle,Male,,26,Nu,,
Tortle,Male,,27,Kinlek,,
Tortle,Male,,28,Oldyn,,
Tortle,Male,,29,Guka,,
Tortle,Male,,30,Pluk,,
Tortle,Male,,31,Kren,,
Tortle,Male,,32,Gumott,,
Tortle,Male,,33,Krulball,,
Tortle,Male,,34,Yatt,,
Tortle,Male,,35,Damu,,
Tortle,Male,,36,Nell,,
Tortle,Male,,37,Duem,,
Tortle,Male,,38,Gil,,
